"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Maps/Graphics/Materials/glowBlue.glowBlue","49","14","6","1","11.830584","0","85"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","1","1","67.003372","0","1150"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","1","1","65.047226","0","785"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","24.114370","0","308"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","5","1","65.114182","0","913"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","4.457824","0","11"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","6.615634","0","34"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","4.105393","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","2.789006","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","2","1","5.867815","0","17"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","16","6","38.471169","0","360"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","58.315380","0","497"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","2","1","6.865815","0","49"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","1","1","76.924492","0","1353"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","9","1","119.392471","0","2936"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","3","1","699.392029","0","55961"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","3","1","21.956205","0","269"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","3","1","105.651985","0","2862"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","11.933700","0","105"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","3.489935","0","22"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","3.527921","0","21"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","14","51","3","10.006145","0","88"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","11.963192","0","101"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","15.089678","0","114"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","73.366997","0","239"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","12.075748","0","96"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","12.210491","0","89"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","2","1","12.354822","0","90"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","2","2","24.120638","0","321"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","12.001514","0","82"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","4","4","326.930328","0","1003"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","4","4","96.612045","0","1014"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","9","8","590.876831","0","1487"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","12","8","179.167114","0","1845"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
