"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","1","1","6.144640","0","32"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","7.651635","0","41"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","4.494487","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","3.262606","0","5"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","7.321072","0","18"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","16","6","49.531586","0","367"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","67.191475","0","490"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","7.749621","0","32"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","7","1","88.389061","0","1557"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","9","1","141.029037","0","2765"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","1","1","868.426208","0","54563"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","3","1","28.564899","0","294"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","4","1","4.430082","0","17"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","2","1","131.265335","0","2894"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","14.934278","0","70"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","4.307135","0","26"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","14","51","3","12.412121","0","96"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","14.826637","0","96"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","18.486937","0","98"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","2","2","29.972305","0","296"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","90.992836","0","199"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","14.896668","0","73"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","15.187325","0","90"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","14.993330","0","76"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","15.284554","0","85"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","4","4","411.587524","0","949"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","5","4","121.165733","0","976"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","8","8","771.157898","0","1523"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","14","8","243.073593","0","1881"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
